card_account_id,cc_user_id,account_no,card_no_masked,card_type,product_type,issuing_branch_code_raw,credit_limit,current_balance,available_credit
3013,2300,CA-2024-0003013,5*** **** **** 2197,MASTERCARD,INFINITE,BR-HP01,691008351,145959644,545048707
3014,2300,CA-2023-0003014,5*** **** **** 5077,MASTERCARD,CLASSIC,Hai Phong CN1,40238253,16557692,23680561
3015,2301,CA-2021-0003015,5*** **** **** 0639,JCB,GOLD,HAI_PHONG_1,52595485,15548139,37047346
3016,2302,CA-2022-0003016,4*** **** **** 1116,VISA,CLASSIC,BR-HP01,36225002,20912531,15312471
3017,2303,CA-2022-0003017,5*** **** **** 1151,VISA,PLATINUM,Ha Noi CN1,176476200,77706892,98769308
3018,2304,CA-2024-0003018,5*** **** **** 5619,VISA,CLASSIC,DA_NANG_1,46249753,34325799,11923954
3019,2305,CA-2024-0003019,5*** **** **** 2647,JCB,PLATINUM,Hai Phong CN1,274921079,133627081,141293998
3020,2305,CA-2024-0003020,4*** **** **** 5862,VISA,PLATINUM,HAI_PHONG_1,170528474,70140129,100388345
3021,2306,CA-2020-0003021,5*** **** **** 4699,VISA,GOLD,HN-01,55401037,5095145,50305892
3022,2306,CA-2022-0003022,4*** **** **** 6064,JCB,CLASSIC,BR-HN01,21872293,8908687,12963606
3023,2307,CA-2022-0003023,5*** **** **** 6406,JCB,INFINITE,BR-DN01,616732970,341167560,275565410
3024,2307,CA-2024-0003024,4*** **** **** 6811,JCB,CLASSIC,BR-DN01,40147556,23597871,16549685
3025,2308,CA-2023-0003025,4*** **** **** 9032,VISA,GOLD,Da Nang CN1,52014799,44766359,7248440
3026,2309,CA-2024-0003026,5*** **** **** 6161,MASTERCARD,GOLD,CN-HCM-02,120217838,21725698,98492140
3027,2310,CA-2023-0003027,5*** **** **** 9273,JCB,INFINITE,BR-DN01,307289493,90838052,216451441
3028,2310,CA-2023-0003028,4*** **** **** 8406,JCB,GOLD,Da Nang CN1,87543747,74921833,12621914
3029,2311,CA-2023-0003029,5*** **** **** 9728,MASTERCARD,INFINITE,BR-HP01,451389647,296124180,155265467
3030,2312,CA-2020-0003030,4*** **** **** 9145,VISA,GOLD,DA_NANG_1,126716439,18692292,108024147
3031,2312,CA-2020-0003031,5*** **** **** 6534,JCB,INFINITE,DA_NANG_1,563662441,116502083,447160358
3032,2313,CA-2023-0003032,5*** **** **** 2661,VISA,INFINITE,CN-HCM-01,491326415,36841675,454484740
3033,2314,CA-2020-0003033,5*** **** **** 6835,VISA,GOLD,Can Tho CN1,146753345,47671547,99081798
3034,2315,CA-2023-0003034,5*** **** **** 4495,VISA,INFINITE,Can Tho CN1,594661012,190343568,404317444
3035,2315,CA-2021-0003035,5*** **** **** 2347,JCB,INFINITE,BR-CT01,566533264,245517531,321015733
3036,2316,CA-2024-0003036,4*** **** **** 5538,JCB,CLASSIC,HN-01,26258283,16918717,9339566
3037,2317,CA-2021-0003037,5*** **** **** 6065,MASTERCARD,INFINITE,BR-HCM02,610549057,240370931,370178126
3038,2317,CA-2023-0003038,5*** **** **** 3263,VISA,INFINITE,Ho Chi Minh Q3,546189539,424162891,122026648
3039,2318,CA-2021-0003039,5*** **** **** 4514,VISA,INFINITE,Da Nang CN1,390940105,276629027,114311078
3040,2318,CA-2021-0003040,5*** **** **** 4748,JCB,PLATINUM,DA_NANG_1,177181542,106339330,70842212
3041,2319,CA-2022-0003041,4*** **** **** 1472,MASTERCARD,PLATINUM,BR-DN01,209170433,16487555,192682878
3042,2320,CA-2022-0003042,4*** **** **** 1336,MASTERCARD,INFINITE,BR-HN01,354695792,229465890,125229902
3043,2321,CA-2021-0003043,4*** **** **** 8258,MASTERCARD,CLASSIC,DA_NANG_1,39500951,28478010,11022941
3044,2322,CA-2022-0003044,5*** **** **** 0069,VISA,INFINITE,CN-HCM-01,446443302,279483806,166959496
3045,2322,CA-2022-0003045,5*** **** **** 4020,JCB,CLASSIC,BR-HCM01,45906990,23233916,22673074
3046,2323,CA-2023-0003046,5*** **** **** 0987,VISA,INFINITE,BR-DN01,569312212,486070328,83241884
3047,2324,CA-2021-0003047,5*** **** **** 7432,JCB,GOLD,BR-HCM02,96633032,43176731,53456301
3048,2324,CA-2021-0003048,5*** **** **** 3927,JCB,GOLD,Ho Chi Minh Q3,144683505,65514662,79168843
3049,2325,CA-2023-0003049,4*** **** **** 0332,MASTERCARD,INFINITE,HP-01,614861621,483146494,131715127
3050,2326,CA-2022-0003050,4*** **** **** 2151,VISA,PLATINUM,CAN_THO_1,218307001,13059363,205247638
3051,2327,CA-2021-0003051,4*** **** **** 4281,JCB,GOLD,BR-CT01,107487607,92796425,14691182
3052,2328,CA-2020-0003052,4*** **** **** 6096,VISA,PLATINUM,Can Tho CN1,245368541,206717163,38651378
3053,2329,CA-2023-0003053,4*** **** **** 1241,MASTERCARD,INFINITE,HCM_Q1,543456588,42579014,500877574
3054,2330,CA-2021-0003054,5*** **** **** 5427,VISA,PLATINUM,BR-HP01,272829067,72983031,199846036
3055,2331,CA-2022-0003055,4*** **** **** 3190,JCB,PLATINUM,HAI_PHONG_1,171889199,118086418,53802781
3056,2332,CA-2021-0003056,5*** **** **** 7574,MASTERCARD,INFINITE,DA_NANG_1,480687313,56249116,424438197
3057,2333,CA-2024-0003057,5*** **** **** 4319,JCB,PLATINUM,BR-DN01,239984587,67242258,172742329
3058,2333,CA-2021-0003058,5*** **** **** 3008,MASTERCARD,CLASSIC,DA_NANG_1,22457254,2271738,20185516
3059,2334,CA-2024-0003059,5*** **** **** 0072,JCB,GOLD,BR-CT01,142069951,51189955,90879996
3060,2334,CA-2021-0003060,5*** **** **** 4058,MASTERCARD,GOLD,Can Tho CN1,71226895,26076607,45150288
3061,2335,CA-2020-0003061,5*** **** **** 4910,VISA,PLATINUM,BR-HN01,236648204,141070950,95577254
3062,2336,CA-2021-0003062,4*** **** **** 0934,JCB,INFINITE,CT-01,730593462,517541403,213052059
3063,2337,CA-2020-0003063,5*** **** **** 0026,VISA,CLASSIC,BR-DN01,22181123,6141265,16039858
3064,2338,CA-2020-0003064,4*** **** **** 4022,JCB,PLATINUM,CN-HCM-01,198889185,108831075,90058110
3065,2339,CA-2020-0003065,4*** **** **** 2517,VISA,INFINITE,BR-HP01,543006111,250725361,292280750
3066,2340,CA-2023-0003066,5*** **** **** 6446,VISA,GOLD,Ha Noi CN1,65032996,37682048,27350948
3067,2341,CA-2022-0003067,5*** **** **** 8087,VISA,CLASSIC,CT-01,22771808,3171573,19600235
3068,2342,CA-2020-0003068,5*** **** **** 4810,MASTERCARD,PLATINUM,CT-01,283418754,98341629,185077125
3069,2342,CA-2023-0003069,5*** **** **** 3572,MASTERCARD,PLATINUM,Can Tho CN1,203930199,150622781,53307418
3070,2343,CA-2023-0003070,5*** **** **** 4325,JCB,INFINITE,DN-01,480947887,139195508,341752379
3071,2344,CA-2024-0003071,5*** **** **** 5430,MASTERCARD,INFINITE,HA_NOI_CN1,558999022,32902896,526096126
3072,2344,CA-2021-0003072,4*** **** **** 2743,JCB,PLATINUM,HA_NOI_CN1,236502510,28344748,208157762
3073,2345,CA-2023-0003073,5*** **** **** 6246,JCB,PLATINUM,BR-HP01,176843883,153315952,23527931
3074,2346,CA-2024-0003074,4*** **** **** 3401,VISA,PLATINUM,DN-01,226379011,181370254,45008757
3075,2347,CA-2020-0003075,5*** **** **** 0617,VISA,CLASSIC,BR-HN01,32026427,11306146,20720281
3076,2348,CA-2021-0003076,5*** **** **** 8385,JCB,GOLD,BR-CT01,53365780,11972982,41392798
3077,2349,CA-2021-0003077,5*** **** **** 6660,JCB,INFINITE,BR-CT01,770734624,72447449,698287175
3078,2349,CA-2023-0003078,4*** **** **** 8878,JCB,CLASSIC,CT-01,36772489,22229938,14542551
3079,2350,CA-2022-0003079,5*** **** **** 9271,VISA,CLASSIC,BR-HCM01,40996457,33673649,7322808
3080,2351,CA-2023-0003080,4*** **** **** 2983,MASTERCARD,CLASSIC,BR-CT01,44915972,2057225,42858747
3081,2352,CA-2023-0003081,5*** **** **** 5410,VISA,GOLD,HP-01,125094273,107890704,17203569
3082,2353,CA-2020-0003082,4*** **** **** 1583,MASTERCARD,CLASSIC,DA_NANG_1,20344269,2095329,18248940
3083,2354,CA-2020-0003083,5*** **** **** 2960,JCB,GOLD,BR-HN01,83999572,7054018,76945554
3084,2355,CA-2021-0003084,5*** **** **** 2360,MASTERCARD,INFINITE,HP-01,342831584,184943249,157888335
3085,2356,CA-2023-0003085,5*** **** **** 1822,VISA,PLATINUM,HN-01,164517970,38637127,125880843
3086,2357,CA-2023-0003086,4*** **** **** 8818,VISA,PLATINUM,CT-01,224353984,112280795,112073189
3087,2358,CA-2024-0003087,4*** **** **** 6427,JCB,PLATINUM,CN-HCM-01,212897325,62250856,150646469
3088,2358,CA-2020-0003088,5*** **** **** 4514,VISA,CLASSIC,HCM_Q1,32484984,6826523,25658461
3089,2359,CA-2021-0003089,5*** **** **** 6652,MASTERCARD,CLASSIC,BR-HCM02,25155880,16704539,8451341
3090,2360,CA-2021-0003090,5*** **** **** 8538,JCB,GOLD,BR-HCM01,112796264,1550000,111246264
3091,2361,CA-2020-0003091,5*** **** **** 9611,JCB,PLATINUM,Hai Phong CN1,252202865,36843495,215359370
3092,2362,CA-2020-0003092,5*** **** **** 5146,MASTERCARD,INFINITE,BR-HCM01,330167807,69831892,260335915
3093,2363,CA-2021-0003093,5*** **** **** 3957,MASTERCARD,GOLD,DN-01,59754768,730974,59023794
3094,2363,CA-2024-0003094,5*** **** **** 1215,JCB,GOLD,DA_NANG_1,87667132,49885410,37781722
3095,2364,CA-2023-0003095,4*** **** **** 8581,JCB,CLASSIC,HAI_PHONG_1,45854778,31654410,14200368
3096,2364,CA-2024-0003096,5*** **** **** 2974,VISA,CLASSIC,HAI_PHONG_1,41040842,26145838,14895004
3097,2365,CA-2020-0003097,4*** **** **** 6677,MASTERCARD,INFINITE,HAI_PHONG_1,542613327,187822629,354790698
3098,2365,CA-2022-0003098,4*** **** **** 4916,MASTERCARD,CLASSIC,Hai Phong CN1,33820368,25630350,8190018
3099,2366,CA-2020-0003099,4*** **** **** 8293,MASTERCARD,CLASSIC,BR-HN01,39447202,16812660,22634542
3100,2367,CA-2020-0003100,5*** **** **** 5698,VISA,CLASSIC,CT-01,32289775,18312252,13977523
3101,2367,CA-2020-0003101,4*** **** **** 1612,JCB,INFINITE,CT-01,770159380,660370251,109789129
3102,2368,CA-2024-0003102,5*** **** **** 5081,JCB,CLASSIC,BR-HCM01,39497477,32407562,7089915
3103,2369,CA-2022-0003103,5*** **** **** 0183,MASTERCARD,GOLD,HA_NOI_CN1,114221074,89262043,24959031
3104,2370,CA-2022-0003104,4*** **** **** 2810,MASTERCARD,INFINITE,BR-HN01,321550505,216764807,104785698
3105,2371,CA-2023-0003105,5*** **** **** 9159,VISA,PLATINUM,BR-CT01,227697813,180674197,47023616
3106,2372,CA-2022-0003106,4*** **** **** 7620,VISA,CLASSIC,Da Nang CN1,26229911,20751477,5478434
3107,2372,CA-2024-0003107,4*** **** **** 3546,JCB,PLATINUM,DN-01,281814327,170508285,111306042
3108,2373,CA-2024-0003108,5*** **** **** 5127,MASTERCARD,GOLD,HCM_Q3,146037389,3890354,142147035
3109,2374,CA-2024-0003109,4*** **** **** 3511,VISA,PLATINUM,HN-01,193436590,131667791,61768799
3110,2374,CA-2022-0003110,4*** **** **** 5588,MASTERCARD,INFINITE,HN-01,574392946,413780979,160611967
3111,2375,CA-2023-0003111,4*** **** **** 3472,MASTERCARD,CLASSIC,Can Tho CN1,28686896,8260337,20426559
3112,2376,CA-2021-0003112,4*** **** **** 3317,JCB,GOLD,BR-CT01,128730576,86873148,41857428
3113,2377,CA-2021-0003113,4*** **** **** 9120,VISA,INFINITE,HAI_PHONG_1,568452264,295749287,272702977
3114,2378,CA-2024-0003114,5*** **** **** 1290,VISA,CLASSIC,HAI_PHONG_1,36573782,9458250,27115532
3115,2378,CA-2022-0003115,5*** **** **** 8520,JCB,PLATINUM,HP-01,211496531,12686846,198809685
3116,2379,CA-2022-0003116,4*** **** **** 0864,MASTERCARD,INFINITE,BR-HP01,684604716,558877764,125726952
3117,2380,CA-2021-0003117,4*** **** **** 0522,VISA,PLATINUM,BR-HCM02,200067746,108849073,91218673
3118,2380,CA-2023-0003118,4*** **** **** 0343,MASTERCARD,GOLD,Ho Chi Minh Q3,83594059,26837687,56756372
3119,2381,CA-2020-0003119,4*** **** **** 7643,VISA,PLATINUM,HN-01,258098733,13717026,244381707
3120,2382,CA-2024-0003120,4*** **** **** 6455,VISA,PLATINUM,BR-CT01,199008233,106153277,92854956
3121,2382,CA-2020-0003121,4*** **** **** 5940,MASTERCARD,PLATINUM,CAN_THO_1,221887460,104812111,117075349
3122,2383,CA-2020-0003122,5*** **** **** 5627,VISA,PLATINUM,Ho Chi Minh Q3,225476613,151817944,73658669
3123,2383,CA-2024-0003123,5*** **** **** 3576,JCB,CLASSIC,BR-HCM02,31181265,25589784,5591481
3124,2384,CA-2022-0003124,5*** **** **** 5255,VISA,GOLD,BR-HP01,88593542,3031030,85562512
3125,2384,CA-2022-0003125,4*** **** **** 1177,MASTERCARD,GOLD,BR-HP01,69163463,34463150,34700313
3126,2385,CA-2024-0003126,4*** **** **** 4453,MASTERCARD,CLASSIC,CAN_THO_1,38027801,6706852,31320949
3127,2385,CA-2023-0003127,4*** **** **** 7859,MASTERCARD,INFINITE,BR-CT01,372872891,198312188,174560703
3128,2386,CA-2020-0003128,5*** **** **** 2851,MASTERCARD,INFINITE,Ho Chi Minh Q3,488142360,275936192,212206168
3129,2387,CA-2023-0003129,4*** **** **** 8099,MASTERCARD,GOLD,Ha Noi CN1,107481246,33761525,73719721
3130,2387,CA-2024-0003130,4*** **** **** 9036,VISA,PLATINUM,HA_NOI_CN1,177135500,140644771,36490729
3131,2388,CA-2021-0003131,4*** **** **** 7047,MASTERCARD,CLASSIC,HCM_Q3,35885387,21863310,14022077
3132,2389,CA-2023-0003132,5*** **** **** 2292,VISA,GOLD,BR-HP01,124218946,90126371,34092575
3133,2389,CA-2023-0003133,5*** **** **** 9589,JCB,CLASSIC,BR-HP01,33173032,22070222,11102810
3134,2390,CA-2021-0003134,5*** **** **** 2300,MASTERCARD,PLATINUM,Ho Chi Minh Q1,207241711,122075082,85166629
3135,2391,CA-2024-0003135,4*** **** **** 5373,JCB,INFINITE,BR-HN01,483259770,434665572,48594198
3136,2392,CA-2024-0003136,4*** **** **** 5110,VISA,INFINITE,BR-CT01,413524559,47488077,366036482
3137,2393,CA-2021-0003137,5*** **** **** 6198,VISA,PLATINUM,BR-HCM02,188647746,18710202,169937544
3138,2394,CA-2024-0003138,4*** **** **** 7330,MASTERCARD,CLASSIC,BR-HN01,39856430,24156964,15699466
3139,2395,CA-2024-0003139,4*** **** **** 9176,VISA,PLATINUM,BR-HCM01,206826395,114220539,92605856
3140,2396,CA-2022-0003140,5*** **** **** 9325,JCB,CLASSIC,Ha Noi CN1,26062427,1857529,24204898
3141,2397,CA-2021-0003141,5*** **** **** 1876,JCB,CLASSIC,Can Tho CN1,45860438,26255930,19604508
3142,2398,CA-2020-0003142,4*** **** **** 6094,MASTERCARD,GOLD,HA_NOI_CN1,86532922,11009980,75522942
3143,2399,CA-2024-0003143,4*** **** **** 6321,VISA,PLATINUM,BR-HP01,278825957,228339120,50486837
3144,2400,CA-2024-0003144,5*** **** **** 7888,MASTERCARD,INFINITE,BR-HN01,630751987,368936403,261815584
3145,2401,CA-2021-0003145,4*** **** **** 9673,VISA,CLASSIC,Ha Noi CN1,34896880,12786553,22110327
3146,2402,CA-2021-0003146,5*** **** **** 7048,VISA,GOLD,CT-01,66407087,8672165,57734922
3147,2403,CA-2022-0003147,5*** **** **** 8780,MASTERCARD,INFINITE,DN-01,335558918,2847795,332711123
3148,2404,CA-2020-0003148,5*** **** **** 7170,VISA,INFINITE,DA_NANG_1,574811711,323557505,251254206
3149,2404,CA-2022-0003149,5*** **** **** 6425,VISA,GOLD,DA_NANG_1,126629825,7424707,119205118
3150,2405,CA-2022-0003150,5*** **** **** 7543,JCB,CLASSIC,Can Tho CN1,32407112,27791882,4615230
3151,2405,CA-2024-0003151,5*** **** **** 0777,JCB,INFINITE,CT-01,657909301,202780266,455129035
3152,2406,CA-2022-0003152,5*** **** **** 1465,MASTERCARD,GOLD,HP-01,131347501,34238324,97109177
3153,2407,CA-2022-0003153,5*** **** **** 5389,MASTERCARD,PLATINUM,DN-01,263726429,205733722,57992707
3154,2408,CA-2022-0003154,5*** **** **** 6748,MASTERCARD,INFINITE,BR-DN01,541397655,317529098,223868557
3155,2409,CA-2020-0003155,5*** **** **** 6498,JCB,GOLD,HN-01,76164175,33016233,43147942
3156,2410,CA-2022-0003156,4*** **** **** 9720,MASTERCARD,PLATINUM,HCM_Q1,288309918,205867032,82442886
3157,2411,CA-2024-0003157,4*** **** **** 1169,MASTERCARD,GOLD,BR-HN01,134581097,76774125,57806972
3158,2411,CA-2021-0003158,4*** **** **** 0550,VISA,CLASSIC,BR-HN01,32571036,18829584,13741452
3159,2412,CA-2023-0003159,5*** **** **** 6634,MASTERCARD,PLATINUM,Hai Phong CN1,273385067,196867392,76517675
3160,2412,CA-2023-0003160,5*** **** **** 4290,JCB,CLASSIC,BR-HP01,21900362,7496820,14403542
3161,2413,CA-2022-0003161,5*** **** **** 3729,MASTERCARD,PLATINUM,HA_NOI_CN1,223842234,54947259,168894975
3162,2414,CA-2022-0003162,5*** **** **** 1583,VISA,CLASSIC,Ho Chi Minh Q3,20356898,9531392,10825506
3163,2414,CA-2023-0003163,5*** **** **** 5325,MASTERCARD,CLASSIC,Ho Chi Minh Q3,47262880,26274884,20987996
3164,2415,CA-2020-0003164,4*** **** **** 9045,JCB,INFINITE,HAI_PHONG_1,599946588,436241414,163705174
3165,2416,CA-2022-0003165,4*** **** **** 9980,VISA,PLATINUM,CT-01,250053896,145052274,105001622
3166,2417,CA-2022-0003166,4*** **** **** 3036,MASTERCARD,PLATINUM,HA_NOI_CN1,199279731,136904361,62375370
3167,2418,CA-2024-0003167,4*** **** **** 6795,VISA,GOLD,HA_NOI_CN1,55767726,17161444,38606282
3168,2418,CA-2020-0003168,5*** **** **** 2589,JCB,GOLD,Ha Noi CN1,79359197,27196409,52162788
3169,2419,CA-2020-0003169,4*** **** **** 1526,JCB,INFINITE,HAI_PHONG_1,368666099,116637171,252028928
3170,2419,CA-2021-0003170,4*** **** **** 7049,MASTERCARD,GOLD,HAI_PHONG_1,67581053,2533375,65047678
3171,2420,CA-2020-0003171,5*** **** **** 5067,MASTERCARD,CLASSIC,Da Nang CN1,34609823,17553354,17056469
3172,2421,CA-2022-0003172,4*** **** **** 9168,JCB,CLASSIC,BR-HN01,44732442,13177270,31555172
3173,2422,CA-2021-0003173,5*** **** **** 4080,JCB,GOLD,CAN_THO_1,75217191,35767629,39449562
3174,2423,CA-2024-0003174,4*** **** **** 0203,VISA,GOLD,BR-HCM02,73140918,10618754,62522164
3175,2424,CA-2021-0003175,4*** **** **** 8029,JCB,GOLD,Da Nang CN1,80813116,28582359,52230757
3176,2425,CA-2020-0003176,4*** **** **** 4879,MASTERCARD,PLATINUM,CT-01,240774002,151960574,88813428
3177,2425,CA-2021-0003177,5*** **** **** 4427,VISA,PLATINUM,BR-CT01,184567607,11251486,173316121
3178,2426,CA-2020-0003178,4*** **** **** 5767,VISA,INFINITE,CAN_THO_1,509824642,380268149,129556493
3179,2426,CA-2020-0003179,5*** **** **** 0894,MASTERCARD,PLATINUM,CAN_THO_1,252259120,183288249,68970871
3180,2427,CA-2023-0003180,4*** **** **** 1916,VISA,CLASSIC,Hai Phong CN1,36014153,16944120,19070033
3181,2428,CA-2022-0003181,5*** **** **** 5519,VISA,GOLD,Hai Phong CN1,114199700,25172407,89027293
3182,2429,CA-2022-0003182,5*** **** **** 4777,VISA,CLASSIC,CN-HCM-01,30180224,5002432,25177792
3183,2429,CA-2021-0003183,5*** **** **** 2720,VISA,GOLD,CN-HCM-01,139255949,6512273,132743676
3184,2430,CA-2022-0003184,5*** **** **** 6701,MASTERCARD,INFINITE,Ha Noi CN1,741787320,441965190,299822130
3185,2431,CA-2020-0003185,4*** **** **** 2139,JCB,GOLD,CN-HCM-02,138672770,17646844,121025926
3186,2432,CA-2021-0003186,5*** **** **** 8122,MASTERCARD,GOLD,DA_NANG_1,84354451,53650192,30704259
3187,2432,CA-2024-0003187,4*** **** **** 6735,MASTERCARD,PLATINUM,DN-01,237838530,1101601,236736929
3188,2433,CA-2024-0003188,5*** **** **** 2908,JCB,INFINITE,Ho Chi Minh Q1,405631240,52325177,353306063
3189,2434,CA-2023-0003189,4*** **** **** 1530,JCB,GOLD,HCM_Q1,66337640,751076,65586564
3190,2435,CA-2022-0003190,4*** **** **** 8745,MASTERCARD,GOLD,DN-01,115536986,43623909,71913077
3191,2436,CA-2023-0003191,5*** **** **** 4306,MASTERCARD,PLATINUM,BR-HCM01,192458353,23033066,169425287
3192,2437,CA-2023-0003192,5*** **** **** 5014,MASTERCARD,CLASSIC,BR-HP01,35319497,15262056,20057441
3193,2438,CA-2021-0003193,5*** **** **** 7785,VISA,INFINITE,DA_NANG_1,495181003,223781136,271399867
3194,2439,CA-2023-0003194,4*** **** **** 5444,MASTERCARD,GOLD,Hai Phong CN1,109474166,27464149,82010017
3195,2440,CA-2023-0003195,5*** **** **** 7707,MASTERCARD,GOLD,Can Tho CN1,125322990,59434464,65888526
3196,2441,CA-2020-0003196,5*** **** **** 8379,MASTERCARD,INFINITE,HAI_PHONG_1,457306566,83270372,374036194
3197,2442,CA-2023-0003197,5*** **** **** 4561,MASTERCARD,PLATINUM,BR-HP01,280440018,193423950,87016068
3198,2443,CA-2023-0003198,5*** **** **** 6393,JCB,GOLD,Hai Phong CN1,51494188,24035969,27458219
3199,2443,CA-2021-0003199,4*** **** **** 2679,JCB,GOLD,HAI_PHONG_1,135326340,98897129,36429211
3200,2444,CA-2020-0003200,4*** **** **** 4602,MASTERCARD,GOLD,Can Tho CN1,73850564,62947188,10903376
3201,2445,CA-2021-0003201,5*** **** **** 3524,VISA,PLATINUM,BR-HCM02,264519641,204802219,59717422
3202,2446,CA-2023-0003202,4*** **** **** 3485,JCB,PLATINUM,Hai Phong CN1,165673125,110207362,55465763
3203,2447,CA-2020-0003203,4*** **** **** 4126,JCB,CLASSIC,BR-DN01,37399379,4463891,32935488
3204,2448,CA-2020-0003204,5*** **** **** 5246,VISA,GOLD,Can Tho CN1,86329756,21341347,64988409
3205,2449,CA-2023-0003205,4*** **** **** 5896,MASTERCARD,CLASSIC,CAN_THO_1,21510164,15472670,6037494
3206,2450,CA-2023-0003206,4*** **** **** 8485,MASTERCARD,GOLD,BR-CT01,140917503,100426058,40491445
3207,2450,CA-2020-0003207,5*** **** **** 9824,JCB,INFINITE,BR-CT01,327343170,254158605,73184565
3208,2451,CA-2020-0003208,4*** **** **** 1007,MASTERCARD,PLATINUM,Hai Phong CN1,220947482,49987141,170960341
3209,2451,CA-2021-0003209,4*** **** **** 2869,VISA,CLASSIC,BR-HP01,48061399,30553452,17507947
3210,2452,CA-2023-0003210,5*** **** **** 2704,JCB,CLASSIC,Ha Noi CN1,25399673,6981683,18417990
3211,2452,CA-2024-0003211,5*** **** **** 0458,VISA,PLATINUM,HN-01,287819750,200011923,87807827
3212,2453,CA-2020-0003212,4*** **** **** 8609,VISA,PLATINUM,Da Nang CN1,180409438,72733875,107675563
3213,2454,CA-2024-0003213,4*** **** **** 3748,MASTERCARD,GOLD,Ha Noi CN1,97546576,1708031,95838545
3214,2454,CA-2021-0003214,5*** **** **** 3314,MASTERCARD,INFINITE,HA_NOI_CN1,671579030,48617935,622961095
3215,2455,CA-2024-0003215,4*** **** **** 1595,MASTERCARD,CLASSIC,HA_NOI_CN1,33345067,7734777,25610290
3216,2456,CA-2024-0003216,5*** **** **** 7561,MASTERCARD,GOLD,DN-01,80848047,7889440,72958607
3217,2457,CA-2023-0003217,5*** **** **** 5055,JCB,GOLD,Ho Chi Minh Q1,124346083,7916503,116429580
3218,2458,CA-2024-0003218,5*** **** **** 1250,JCB,INFINITE,Da Nang CN1,609077636,66007246,543070390
3219,2459,CA-2024-0003219,5*** **** **** 4257,VISA,CLASSIC,CAN_THO_1,33092230,7632272,25459958
3220,2460,CA-2022-0003220,4*** **** **** 8675,VISA,INFINITE,Can Tho CN1,744811725,11314320,733497405
3221,2461,CA-2021-0003221,4*** **** **** 2292,VISA,INFINITE,Can Tho CN1,440406897,281551348,158855549
3222,2462,CA-2024-0003222,5*** **** **** 9156,JCB,PLATINUM,HAI_PHONG_1,299014093,28775892,270238201
3223,2463,CA-2023-0003223,5*** **** **** 7177,VISA,GOLD,CAN_THO_1,133526817,4410432,129116385
3224,2463,CA-2022-0003224,4*** **** **** 9701,VISA,INFINITE,CT-01,384385564,195414760,188970804
3225,2464,CA-2021-0003225,4*** **** **** 4650,MASTERCARD,INFINITE,CN-HCM-01,426220869,197950486,228270383
3226,2465,CA-2021-0003226,5*** **** **** 4173,JCB,GOLD,BR-DN01,105445215,42753990,62691225
3227,2466,CA-2022-0003227,5*** **** **** 3966,VISA,PLATINUM,Can Tho CN1,192868655,130780392,62088263
3228,2467,CA-2020-0003228,4*** **** **** 4555,JCB,GOLD,DN-01,85987884,67207612,18780272
3229,2468,CA-2023-0003229,4*** **** **** 9938,VISA,CLASSIC,Da Nang CN1,30598833,21996308,8602525
3230,2468,CA-2021-0003230,5*** **** **** 6430,VISA,PLATINUM,Da Nang CN1,164628997,31222470,133406527
3231,2469,CA-2020-0003231,5*** **** **** 2196,MASTERCARD,PLATINUM,CN-HCM-01,286180842,78039490,208141352
3232,2470,CA-2023-0003232,4*** **** **** 1499,JCB,GOLD,DA_NANG_1,57717012,48486988,9230024
3233,2470,CA-2020-0003233,4*** **** **** 9834,JCB,GOLD,Da Nang CN1,131402776,32339257,99063519
3234,2471,CA-2024-0003234,5*** **** **** 9696,MASTERCARD,INFINITE,Hai Phong CN1,658689205,101094043,557595162
3235,2472,CA-2023-0003235,5*** **** **** 0908,MASTERCARD,GOLD,CT-01,131523252,15971458,115551794
3236,2473,CA-2023-0003236,5*** **** **** 5027,JCB,CLASSIC,CAN_THO_1,42818425,2201879,40616546
3237,2474,CA-2024-0003237,5*** **** **** 0466,JCB,INFINITE,CAN_THO_1,361518457,787,361517670
3238,2474,CA-2022-0003238,5*** **** **** 4585,JCB,INFINITE,CAN_THO_1,480576567,387213849,93362718
3239,2475,CA-2022-0003239,4*** **** **** 2232,JCB,CLASSIC,HA_NOI_CN1,29921216,25704824,4216392
3240,2476,CA-2022-0003240,4*** **** **** 3830,JCB,INFINITE,HAI_PHONG_1,328802465,52791304,276011161
3241,2476,CA-2020-0003241,5*** **** **** 4888,VISA,PLATINUM,Hai Phong CN1,257464908,218699346,38765562
3242,2477,CA-2023-0003242,5*** **** **** 2599,VISA,CLASSIC,BR-DN01,37321794,11573997,25747797
3243,2477,CA-2021-0003243,5*** **** **** 4028,MASTERCARD,INFINITE,BR-DN01,348286028,199040139,149245889
3244,2478,CA-2024-0003244,5*** **** **** 1303,MASTERCARD,CLASSIC,CT-01,28473178,15642968,12830210
3245,2479,CA-2024-0003245,5*** **** **** 9991,VISA,INFINITE,HAI_PHONG_1,587990738,65794987,522195751
3246,2480,CA-2023-0003246,5*** **** **** 2659,VISA,INFINITE,Da Nang CN1,344695953,195257216,149438737
3247,2480,CA-2020-0003247,5*** **** **** 8258,VISA,PLATINUM,DA_NANG_1,185193176,11154896,174038280
3248,2481,CA-2021-0003248,5*** **** **** 6160,JCB,CLASSIC,DN-01,25334069,11985993,13348076
